resultId,raceId,driverId,constructorId,number,grid,finishPosition,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,forename,surname,driverName,gridPosition,Grand Prix,year
23773,988,838,1,2,13,12,12,12,0.0,54,\N,\N,50,20,103.986,192.279,11,Stoffel,Vandoorne,Stoffel Vandoorne,13.0,Abu Dhabi Grand Prix,2017
23774,988,825,210,20,14,13,13,13,0.0,54,\N,\N,50,19,103.928,192.387,11,Kevin,Magnussen,Kevin Magnussen,14.0,Abu Dhabi Grand Prix,2017
23775,988,836,15,94,18,14,14,14,0.0,54,\N,\N,50,17,103.867,192.5,11,Pascal,Wehrlein,Pascal Wehrlein,18.0,Abu Dhabi Grand Prix,2017
23776,988,843,5,28,20,15,15,15,0.0,54,\N,\N,52,18,103.897,192.444,11,Brendon,Hartley,Brendon Hartley,20.0,Abu Dhabi Grand Prix,2017
23777,988,842,5,10,17,16,16,16,0.0,54,\N,\N,33,16,103.844,192.542,11,Pierre,Gasly,Pierre Gasly,17.0,Abu Dhabi Grand Prix,2017
23778,988,828,15,9,19,17,17,17,0.0,54,\N,\N,36,15,103.567,193.057,11,Marcus,Ericsson,Marcus Ericsson,19.0,Abu Dhabi Grand Prix,2017
23779,988,840,3,18,15,18,18,18,0.0,54,\N,\N,52,6,102.324,195.402,11,Lance,Stroll,Lance Stroll,15.0,Abu Dhabi Grand Prix,2017
23780,988,832,4,55,12,\N,R,19,0.0,31,\N,\N,26,14,103.378,193.41,36,Carlos,Sainz,Carlos Sainz,12.0,Abu Dhabi Grand Prix,2017
23781,988,817,9,3,4,\N,R,20,0.0,20,\N,\N,13,12,102.757,194.579,9,Daniel,Ricciardo,Daniel Ricciardo,4.0,Abu Dhabi Grand Prix,2017
23782,989,20,6,5,3,1,1,1,25.0,58,29:33.3,5373283,53,4,86.469,220.782,1,Sebastian,Vettel,Sebastian Vettel,3.0,Australian Grand Prix,2018
23783,989,1,131,44,1,2,2,2,18.0,58,5.036,5378319,50,3,86.444,220.845,1,Lewis,Hamilton,Lewis Hamilton,1.0,Australian Grand Prix,2018
23784,989,8,6,7,2,3,3,3,15.0,58,6.309,5379592,57,2,86.373,221.027,1,Kimi,Räikkönen,Kimi Räikkönen,2.0,Australian Grand Prix,2018
23785,989,817,9,3,8,4,4,4,12.0,58,7.069,5380352,54,1,85.945,222.128,1,Daniel,Ricciardo,Daniel Ricciardo,5.0,Australian Grand Prix,2018
23786,989,4,1,14,10,5,5,5,10.0,58,27.886,5401169,57,7,86.978,219.489,1,Fernando,Alonso,Fernando Alonso,11.0,Australian Grand Prix,2018
23787,989,830,9,33,4,6,6,6,8.0,58,28.945,5402228,54,5,86.88,219.737,1,Max,Verstappen,Max Verstappen,4.0,Australian Grand Prix,2018
23788,989,807,4,27,7,7,7,7,6.0,58,32.671,5405954,57,9,87.081,219.23,1,Nico,Hülkenberg,Nico Hülkenberg,8.0,Australian Grand Prix,2018
23789,989,822,131,77,15,8,8,8,4.0,58,34.339,5407622,54,8,87.019,219.386,1,Valtteri,Bottas,Valtteri Bottas,10.0,Australian Grand Prix,2018
23790,989,838,1,2,11,9,9,9,2.0,58,34.921,5408204,57,6,86.958,219.54,1,Stoffel,Vandoorne,Stoffel Vandoorne,12.0,Australian Grand Prix,2018
23791,989,832,4,55,9,10,10,10,1.0,58,45.722,5419005,51,12,87.944,217.079,1,Carlos,Sainz,Carlos Sainz,9.0,Australian Grand Prix,2018
23792,989,815,10,11,12,11,11,11,0.0,58,46.817,5420100,51,11,87.633,217.849,1,Sergio,Pérez,Sergio Pérez,13.0,Australian Grand Prix,2018
23793,989,839,10,31,14,12,12,12,0.0,58,+1:00.278,5433561,57,10,87.6,217.931,1,Esteban,Ocon,Esteban Ocon,15.0,Australian Grand Prix,2018
23794,989,844,15,16,18,13,13,13,0.0,58,+1:15.759,5449042,56,15,88.759,215.085,1,Charles,Leclerc,Charles Leclerc,18.0,Australian Grand Prix,2018
23795,989,840,3,18,13,14,14,14,0.0,58,+1:18.288,5451571,55,14,88.511,215.688,1,Lance,Stroll,Lance Stroll,14.0,Australian Grand Prix,2018
23796,989,843,5,28,16,15,15,15,0.0,57,\N,\N,57,13,88.176,216.507,11,Brendon,Hartley,Brendon Hartley,16.0,Australian Grand Prix,2018
23797,989,154,210,8,6,\N,R,16,0.0,24,\N,\N,23,16,88.805,214.974,36,Romain,Grosjean,Romain Grosjean,7.0,Australian Grand Prix,2018
23798,989,825,210,20,5,\N,R,17,0.0,22,\N,\N,21,17,89.534,213.224,36,Kevin,Magnussen,Kevin Magnussen,6.0,Australian Grand Prix,2018
23799,989,842,5,10,20,\N,R,18,0.0,13,\N,\N,13,18,90.649,210.601,5,Pierre,Gasly,Pierre Gasly,20.0,Australian Grand Prix,2018
23800,989,828,15,9,17,\N,R,19,0.0,5,\N,\N,4,19,92.21,207.036,38,Marcus,Ericsson,Marcus Ericsson,17.0,Australian Grand Prix,2018
23801,989,845,3,35,19,\N,R,20,0.0,4,\N,\N,3,20,92.573,206.224,23,Sergey,Sirotkin,Sergey Sirotkin,19.0,Australian Grand Prix,2018
23802,990,20,6,5,1,1,1,1,25.0,57,32:01.9,5521940,21,7,94.453,206.274,1,Sebastian,Vettel,Sebastian Vettel,1.0,Bahrain Grand Prix,2018
23803,990,822,131,77,3,2,2,2,18.0,57,0.699,5522639,22,1,93.74,207.842,1,Valtteri,Bottas,Valtteri Bottas,3.0,Bahrain Grand Prix,2018
23804,990,1,131,44,9,3,3,3,15.0,57,6.512,5528452,51,2,93.953,207.371,1,Lewis,Hamilton,Lewis Hamilton,4.0,Bahrain Grand Prix,2018
23805,990,842,5,10,5,4,4,4,12.0,57,+1:02.234,5584174,46,11,94.863,205.382,1,Pierre,Gasly,Pierre Gasly,6.0,Bahrain Grand Prix,2018
23806,990,825,210,20,6,5,5,5,10.0,57,+1:15.046,5596986,29,5,94.327,206.549,1,Kevin,Magnussen,Kevin Magnussen,7.0,Bahrain Grand Prix,2018
23807,990,807,4,27,7,6,6,6,8.0,57,+1:39.024,5620964,50,9,94.667,205.807,1,Nico,Hülkenberg,Nico Hülkenberg,8.0,Bahrain Grand Prix,2018
23808,990,4,1,14,13,7,7,7,6.0,56,\N,\N,47,4,94.168,206.898,11,Fernando,Alonso,Fernando Alonso,13.0,Bahrain Grand Prix,2018
23809,990,838,1,2,14,8,8,8,4.0,56,\N,\N,30,16,95.131,204.803,11,Stoffel,Vandoorne,Stoffel Vandoorne,14.0,Bahrain Grand Prix,2018
23810,990,828,15,9,17,9,9,9,2.0,56,\N,\N,26,15,95.093,204.885,11,Marcus,Ericsson,Marcus Ericsson,17.0,Bahrain Grand Prix,2018
23811,990,839,10,31,8,10,10,10,1.0,56,\N,\N,38,12,95.043,204.993,11,Esteban,Ocon,Esteban Ocon,9.0,Bahrain Grand Prix,2018
23812,990,832,4,55,10,11,11,11,0.0,56,\N,\N,35,18,95.535,203.937,11,Carlos,Sainz,Carlos Sainz,10.0,Bahrain Grand Prix,2018
23813,990,844,15,16,19,12,12,12,0.0,56,\N,\N,35,14,95.075,204.924,11,Charles,Leclerc,Charles Leclerc,19.0,Bahrain Grand Prix,2018
23814,990,154,210,8,16,13,13,13,0.0,56,\N,\N,44,10,94.689,205.759,11,Romain,Grosjean,Romain Grosjean,16.0,Bahrain Grand Prix,2018
23815,990,840,3,18,20,14,14,14,0.0,56,\N,\N,40,13,95.058,204.961,11,Lance,Stroll,Lance Stroll,20.0,Bahrain Grand Prix,2018
23816,990,845,3,35,18,15,15,15,0.0,56,\N,\N,47,3,94.053,207.151,11,Sergey,Sirotkin,Sergey Sirotkin,18.0,Bahrain Grand Prix,2018
23817,990,815,10,11,12,16,16,16,0.0,56,\N,\N,32,17,95.266,204.513,11,Sergio,Pérez,Sergio Pérez,12.0,Bahrain Grand Prix,2018
23818,990,843,5,28,11,17,17,17,0.0,56,\N,\N,42,8,94.563,206.034,11,Brendon,Hartley,Brendon Hartley,11.0,Bahrain Grand Prix,2018
23819,990,8,6,7,2,\N,R,18,0.0,35,\N,\N,22,6,94.337,206.527,36,Kimi,Räikkönen,Kimi Räikkönen,2.0,Bahrain Grand Prix,2018
23820,990,830,9,33,15,\N,R,19,0.0,3,\N,\N,\N,0,\N,\N,29,Max,Verstappen,Max Verstappen,15.0,Bahrain Grand Prix,2018
23821,990,817,9,3,4,\N,R,20,0.0,1,\N,\N,\N,0,\N,\N,10,Daniel,Ricciardo,Daniel Ricciardo,5.0,Bahrain Grand Prix,2018
23822,991,817,9,3,6,1,1,1,25.0,56,35:36.4,5736380,55,1,95.785,204.871,1,Daniel,Ricciardo,Daniel Ricciardo,6.0,Chinese Grand Prix,2018
23823,991,822,131,77,3,2,2,2,18.0,56,8.894,5745274,50,6,96.987,202.332,1,Valtteri,Bottas,Valtteri Bottas,3.0,Chinese Grand Prix,2018
23824,991,8,6,7,2,3,3,3,15.0,56,9.637,5746017,48,3,96.456,203.446,1,Kimi,Räikkönen,Kimi Räikkönen,2.0,Chinese Grand Prix,2018
23825,991,1,131,44,4,4,4,4,12.0,56,16.985,5753365,20,4,96.878,202.559,1,Lewis,Hamilton,Lewis Hamilton,4.0,Chinese Grand Prix,2018
23826,991,830,9,33,5,5,5,5,10.0,56,20.436,5756816,50,2,96.206,203.974,1,Max,Verstappen,Max Verstappen,5.0,Chinese Grand Prix,2018
23827,991,807,4,27,7,6,6,6,8.0,56,21.052,5757432,56,5,96.881,202.553,1,Nico,Hülkenberg,Nico Hülkenberg,7.0,Chinese Grand Prix,2018
23828,991,4,1,14,13,7,7,7,6.0,56,30.639,5767019,56,7,97.234,201.818,1,Fernando,Alonso,Fernando Alonso,13.0,Chinese Grand Prix,2018
23829,991,20,6,5,1,8,8,8,4.0,56,35.286,5771666,24,9,97.479,201.311,1,Sebastian,Vettel,Sebastian Vettel,1.0,Chinese Grand Prix,2018
23830,991,832,4,55,9,9,9,9,2.0,56,35.763,5772143,54,11,97.754,200.744,1,Carlos,Sainz,Carlos Sainz,9.0,Chinese Grand Prix,2018
23831,991,825,210,20,11,10,10,10,1.0,56,39.594,5775974,54,14,98.152,199.93,1,Kevin,Magnussen,Kevin Magnussen,11.0,Chinese Grand Prix,2018
23832,991,839,10,31,12,11,11,11,0.0,56,44.05,5780430,47,12,97.985,200.271,1,Esteban,Ocon,Esteban Ocon,12.0,Chinese Grand Prix,2018
23833,991,815,10,11,8,12,12,12,0.0,56,44.725,5781105,54,10,97.673,200.911,1,Sergio,Pérez,Sergio Pérez,8.0,Chinese Grand Prix,2018
23834,991,838,1,2,14,13,13,13,0.0,56,49.373,5785753,54,13,98.137,199.961,1,Stoffel,Vandoorne,Stoffel Vandoorne,14.0,Chinese Grand Prix,2018
23835,991,840,3,18,18,14,14,14,0.0,56,55.49,5791870,54,17,98.5,199.224,1,Lance,Stroll,Lance Stroll,18.0,Chinese Grand Prix,2018
23836,991,845,3,35,16,15,15,15,0.0,56,58.241,5794621,47,18,98.624,198.973,1,Sergey,Sirotkin,Sergey Sirotkin,16.0,Chinese Grand Prix,2018
23837,991,828,15,9,20,16,16,16,0.0,56,+1:02.604,5798984,52,16,98.386,199.455,1,Marcus,Ericsson,Marcus Ericsson,20.0,Chinese Grand Prix,2018
23838,991,154,210,8,10,17,17,17,0.0,56,+1:05.296,5801676,51,8,97.41,201.453,1,Romain,Grosjean,Romain Grosjean,10.0,Chinese Grand Prix,2018
23839,991,842,5,10,17,18,18,18,0.0,56,+1:06.330,5802710,54,15,98.367,199.493,1,Pierre,Gasly,Pierre Gasly,17.0,Chinese Grand Prix,2018
23840,991,844,15,16,19,19,19,19,0.0,56,+1:22.575,5818955,23,19,98.808,198.603,1,Charles,Leclerc,Charles Leclerc,19.0,Chinese Grand Prix,2018
23841,991,843,5,28,15,20,20,20,0.0,51,\N,\N,50,20,99.376,197.468,130,Brendon,Hartley,Brendon Hartley,15.0,Chinese Grand Prix,2018
23842,992,1,131,44,2,1,1,1,25.0,51,43:44.3,6224291,35,2,105.412,205.012,1,Lewis,Hamilton,Lewis Hamilton,2.0,Azerbaijan Grand Prix,2018
23843,992,8,6,7,6,2,2,2,18.0,51,2.46,6226751,50,7,106.523,202.874,1,Kimi,Räikkönen,Kimi Räikkönen,6.0,Azerbaijan Grand Prix,2018
23844,992,815,10,11,8,3,3,3,15.0,51,4.024,6228315,51,6,106.206,203.48,1,Sergio,Pérez,Sergio Pérez,8.0,Azerbaijan Grand Prix,2018
23845,992,20,6,5,1,4,4,4,12.0,51,5.329,6229620,38,4,105.53,204.783,1,Sebastian,Vettel,Sebastian Vettel,1.0,Azerbaijan Grand Prix,2018
23846,992,832,4,55,9,5,5,5,10.0,51,7.515,6231806,50,9,106.856,202.242,1,Carlos,Sainz,Carlos Sainz,10.0,Azerbaijan Grand Prix,2018
23847,992,844,15,16,13,6,6,6,8.0,51,9.158,6233449,31,11,107.403,201.212,1,Charles,Leclerc,Charles Leclerc,14.0,Azerbaijan Grand Prix,2018
23848,992,4,1,14,12,7,7,7,6.0,51,10.931,6235222,32,12,107.449,201.126,1,Fernando,Alonso,Fernando Alonso,13.0,Azerbaijan Grand Prix,2018
23849,992,840,3,18,10,8,8,8,4.0,51,12.546,6236837,50,8,106.815,202.319,1,Lance,Stroll,Lance Stroll,11.0,Azerbaijan Grand Prix,2018
23850,992,838,1,2,16,9,9,9,2.0,51,14.152,6238443,50,13,107.666,200.72,1,Stoffel,Vandoorne,Stoffel Vandoorne,16.0,Azerbaijan Grand Prix,2018
23851,992,843,5,28,19,10,10,10,1.0,51,18.03,6242321,51,17,108.288,199.567,1,Brendon,Hartley,Brendon Hartley,19.0,Azerbaijan Grand Prix,2018
23852,992,828,15,9,18,11,11,11,0.0,51,18.512,6242803,51,14,107.925,200.239,1,Marcus,Ericsson,Marcus Ericsson,18.0,Azerbaijan Grand Prix,2018
23853,992,842,5,10,17,12,12,12,0.0,51,24.72,6249011,38,15,108.035,200.035,1,Pierre,Gasly,Pierre Gasly,17.0,Azerbaijan Grand Prix,2018
23854,992,825,210,20,15,13,13,13,0.0,51,40.663,6264954,35,16,108.155,199.813,1,Kevin,Magnussen,Kevin Magnussen,15.0,Azerbaijan Grand Prix,2018
23855,992,822,131,77,3,\N,R,14,0.0,48,\N,\N,37,1,105.149,205.525,29,Valtteri,Bottas,Valtteri Bottas,3.0,Azerbaijan Grand Prix,2018
23856,992,154,210,8,20,\N,R,15,0.0,42,\N,\N,34,10,106.88,202.196,3,Romain,Grosjean,Romain Grosjean,20.0,Azerbaijan Grand Prix,2018
23857,992,830,9,33,5,\N,R,16,0.0,39,\N,\N,31,5,105.771,204.316,4,Max,Verstappen,Max Verstappen,5.0,Azerbaijan Grand Prix,2018
23858,992,817,9,3,4,\N,R,17,0.0,39,\N,\N,34,3,105.419,204.999,4,Daniel,Ricciardo,Daniel Ricciardo,4.0,Azerbaijan Grand Prix,2018
23859,992,807,4,27,14,\N,R,18,0.0,10,\N,\N,10,18,108.867,198.506,3,Nico,Hülkenberg,Nico Hülkenberg,9.0,Azerbaijan Grand Prix,2018
23860,992,839,10,31,7,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,4,Esteban,Ocon,Esteban Ocon,7.0,Azerbaijan Grand Prix,2018
23861,992,845,3,35,11,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,Sergey,Sirotkin,Sergey Sirotkin,12.0,Azerbaijan Grand Prix,2018
23862,993,1,131,44,1,1,1,1,25.0,66,35:30.0,5729972,64,3,79.133,211.77,1,Lewis,Hamilton,Lewis Hamilton,1.0,Spanish Grand Prix,2018
23863,993,822,131,77,2,2,2,2,18.0,66,20.593,5750565,56,5,79.478,210.85,1,Valtteri,Bottas,Valtteri Bottas,2.0,Spanish Grand Prix,2018
23864,993,830,9,33,5,3,3,3,15.0,66,26.873,5756845,62,4,79.422,210.999,1,Max,Verstappen,Max Verstappen,5.0,Spanish Grand Prix,2018
23865,993,20,6,5,3,4,4,4,12.0,66,27.584,5757556,61,2,79.128,211.783,1,Sebastian,Vettel,Sebastian Vettel,3.0,Spanish Grand Prix,2018
23866,993,817,9,3,6,5,5,5,10.0,66,50.058,5780030,61,1,78.441,213.638,1,Daniel,Ricciardo,Daniel Ricciardo,6.0,Spanish Grand Prix,2018
23867,993,825,210,20,7,6,6,6,8.0,65,\N,\N,64,6,80.246,208.832,11,Kevin,Magnussen,Kevin Magnussen,7.0,Spanish Grand Prix,2018
23868,993,832,4,55,9,7,7,7,6.0,65,\N,\N,61,9,81.324,206.064,11,Carlos,Sainz,Carlos Sainz,9.0,Spanish Grand Prix,2018
23869,993,4,1,14,8,8,8,8,4.0,65,\N,\N,64,7,80.727,207.588,11,Fernando,Alonso,Fernando Alonso,8.0,Spanish Grand Prix,2018
23870,993,815,10,11,15,9,9,9,2.0,64,\N,\N,43,8,81.128,206.562,12,Sergio,Pérez,Sergio Pérez,15.0,Spanish Grand Prix,2018
23871,993,844,15,16,14,10,10,10,1.0,64,\N,\N,51,14,82.122,204.062,12,Charles,Leclerc,Charles Leclerc,14.0,Spanish Grand Prix,2018
23872,993,840,3,18,18,11,11,11,0.0,64,\N,\N,60,12,82.095,204.129,12,Lance,Stroll,Lance Stroll,19.0,Spanish Grand Prix,2018
23873,993,843,5,28,20,12,12,12,0.0,64,\N,\N,63,10,81.439,205.773,12,Brendon,Hartley,Brendon Hartley,20.0,Spanish Grand Prix,2018
23874,993,828,15,9,17,13,13,13,0.0,64,\N,\N,50,15,82.487,203.159,12,Marcus,Ericsson,Marcus Ericsson,17.0,Spanish Grand Prix,2018
23875,993,845,3,35,19,14,14,14,0.0,63,\N,\N,57,17,82.68,202.685,13,Sergey,Sirotkin,Sergey Sirotkin,18.0,Spanish Grand Prix,2018
23876,993,838,1,2,11,\N,R,15,0.0,45,\N,\N,38,16,82.594,202.896,6,Stoffel,Vandoorne,Stoffel Vandoorne,11.0,Spanish Grand Prix,2018
23877,993,839,10,31,13,\N,R,16,0.0,38,\N,\N,36,13,82.117,204.074,44,Esteban,Ocon,Esteban Ocon,13.0,Spanish Grand Prix,2018
23878,993,8,6,7,4,\N,R,17,0.0,25,\N,\N,23,11,81.531,205.541,101,Kimi,Räikkönen,Kimi Räikkönen,4.0,Spanish Grand Prix,2018
23879,993,154,210,8,10,\N,R,18,0.0,0,\N,\N,\N,0,\N,\N,4,Romain,Grosjean,Romain Grosjean,10.0,Spanish Grand Prix,2018
23880,993,842,5,10,12,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,4,Pierre,Gasly,Pierre Gasly,12.0,Spanish Grand Prix,2018
23881,993,807,4,27,16,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,Nico,Hülkenberg,Nico Hülkenberg,16.0,Spanish Grand Prix,2018
23882,994,817,9,3,1,1,1,1,25.0,78,42:54.8,6174807,13,5,75.562,158.984,1,Daniel,Ricciardo,Daniel Ricciardo,1.0,Monaco Grand Prix,2018
23883,994,20,6,5,2,2,2,2,18.0,78,7.336,6182143,14,7,76.065,157.933,1,Sebastian,Vettel,Sebastian Vettel,2.0,Monaco Grand Prix,2018
23884,994,1,131,44,3,3,3,3,15.0,78,17.013,6191820,15,8,76.27,157.508,1,Lewis,Hamilton,Lewis Hamilton,3.0,Monaco Grand Prix,2018
23885,994,8,6,7,4,4,4,4,12.0,78,18.127,6192934,13,10,76.392,157.257,1,Kimi,Räikkönen,Kimi Räikkönen,4.0,Monaco Grand Prix,2018
23886,994,822,131,77,5,5,5,5,10.0,78,18.822,6193629,21,9,76.312,157.422,1,Valtteri,Bottas,Valtteri Bottas,5.0,Monaco Grand Prix,2018
23887,994,839,10,31,6,6,6,6,8.0,78,23.667,6198474,63,14,77.027,155.96,1,Esteban,Ocon,Esteban Ocon,6.0,Monaco Grand Prix,2018
23888,994,842,5,10,10,7,7,7,6.0,78,24.331,6199138,68,15,77.099,155.815,1,Pierre,Gasly,Pierre Gasly,10.0,Monaco Grand Prix,2018
23889,994,807,4,27,11,8,8,8,4.0,78,24.839,6199646,57,6,76.061,157.941,1,Nico,Hülkenberg,Nico Hülkenberg,11.0,Monaco Grand Prix,2018
23890,994,830,9,33,20,9,9,9,2.0,78,25.317,6200124,60,1,74.26,161.772,1,Max,Verstappen,Max Verstappen,20.0,Monaco Grand Prix,2018
23891,994,832,4,55,8,10,10,10,1.0,78,+1:09.013,6243820,19,18,77.491,155.027,1,Carlos,Sainz,Carlos Sainz,8.0,Monaco Grand Prix,2018
23892,994,828,15,9,16,11,11,11,0.0,78,+1:09.864,6244671,19,12,76.936,156.145,1,Marcus,Ericsson,Marcus Ericsson,17.0,Monaco Grand Prix,2018
23893,994,815,10,11,9,12,12,12,0.0,78,+1:10.461,6245268,24,19,77.546,154.917,1,Sergio,Pérez,Sergio Pérez,9.0,Monaco Grand Prix,2018
23894,994,825,210,20,19,13,13,13,0.0,78,+1:14.823,6249630,20,17,77.476,155.057,1,Kevin,Magnussen,Kevin Magnussen,19.0,Monaco Grand Prix,2018
23895,994,838,1,2,12,14,14,14,0.0,77,\N,\N,76,11,76.864,156.291,11,Stoffel,Vandoorne,Stoffel Vandoorne,12.0,Monaco Grand Prix,2018
23896,994,154,210,8,18,15,15,15,0.0,77,\N,\N,74,2,74.822,160.557,11,Romain,Grosjean,Romain Grosjean,15.0,Monaco Grand Prix,2018
23897,994,845,3,35,13,16,16,16,0.0,77,\N,\N,75,4,75.325,159.484,11,Sergey,Sirotkin,Sergey Sirotkin,13.0,Monaco Grand Prix,2018
23898,994,840,3,18,17,17,17,17,0.0,76,\N,\N,61,3,74.944,160.295,12,Lance,Stroll,Lance Stroll,18.0,Monaco Grand Prix,2018
23899,994,844,15,16,14,\N,R,18,0.0,70,\N,\N,17,20,77.71,154.59,4,Charles,Leclerc,Charles Leclerc,14.0,Monaco Grand Prix,2018
23900,994,843,5,28,15,\N,R,19,0.0,70,\N,\N,15,16,77.172,155.667,4,Brendon,Hartley,Brendon Hartley,16.0,Monaco Grand Prix,2018
23901,994,4,1,14,7,\N,R,20,0.0,52,\N,\N,23,13,77.018,155.979,6,Fernando,Alonso,Fernando Alonso,7.0,Monaco Grand Prix,2018
23902,995,20,6,5,1,1,1,1,25.0,68,28:31.4,5311377,57,2,73.964,212.26,1,Sebastian,Vettel,Sebastian Vettel,1.0,Canadian Grand Prix,2018
23903,995,822,131,77,2,2,2,2,18.0,68,7.376,5318753,51,3,73.992,212.179,1,Valtteri,Bottas,Valtteri Bottas,2.0,Canadian Grand Prix,2018
23904,995,830,9,33,3,3,3,3,15.0,68,8.36,5319737,65,1,73.864,212.547,1,Max,Verstappen,Max Verstappen,3.0,Canadian Grand Prix,2018
23905,995,817,9,3,6,4,4,4,12.0,68,20.892,5332269,59,5,74.159,211.701,1,Daniel,Ricciardo,Daniel Ricciardo,6.0,Canadian Grand Prix,2018
23906,995,1,131,44,4,5,5,5,10.0,68,21.559,5332936,66,6,74.183,211.633,1,Lewis,Hamilton,Lewis Hamilton,4.0,Canadian Grand Prix,2018
23907,995,8,6,7,5,6,6,6,8.0,68,27.184,5338561,59,4,74.075,211.941,1,Kimi,Räikkönen,Kimi Räikkönen,5.0,Canadian Grand Prix,2018
23908,995,807,4,27,7,7,7,7,6.0,67,\N,\N,64,11,75.588,207.699,11,Nico,Hülkenberg,Nico Hülkenberg,7.0,Canadian Grand Prix,2018
23909,995,832,4,55,9,8,8,8,4.0,67,\N,\N,61,13,75.666,207.485,11,Carlos,Sainz,Carlos Sainz,9.0,Canadian Grand Prix,2018
23910,995,839,10,31,8,9,9,9,2.0,67,\N,\N,61,12,75.61,207.639,11,Esteban,Ocon,Esteban Ocon,8.0,Canadian Grand Prix,2018
23911,995,844,15,16,13,10,10,10,1.0,67,\N,\N,65,10,75.48,207.996,11,Charles,Leclerc,Charles Leclerc,13.0,Canadian Grand Prix,2018
23912,995,842,5,10,16,11,11,11,0.0,67,\N,\N,67,14,75.699,207.395,11,Pierre,Gasly,Pierre Gasly,16.0,Canadian Grand Prix,2018
23913,995,154,210,8,20,12,12,12,0.0,67,\N,\N,56,9,75.47,208.024,11,Romain,Grosjean,Romain Grosjean,20.0,Canadian Grand Prix,2018
23914,995,825,210,20,11,13,13,13,0.0,67,\N,\N,65,8,75.401,208.214,11,Kevin,Magnussen,Kevin Magnussen,11.0,Canadian Grand Prix,2018
23915,995,815,10,11,10,14,14,14,0.0,67,\N,\N,64,7,75.1,209.049,11,Sergio,Pérez,Sergio Pérez,10.0,Canadian Grand Prix,2018
23916,995,828,15,9,19,15,15,15,0.0,66,\N,\N,62,18,76.403,205.484,12,Marcus,Ericsson,Marcus Ericsson,19.0,Canadian Grand Prix,2018
23917,995,838,1,2,15,16,16,16,0.0,66,\N,\N,55,15,75.765,207.214,12,Stoffel,Vandoorne,Stoffel Vandoorne,15.0,Canadian Grand Prix,2018
23918,995,845,3,35,18,17,17,17,0.0,66,\N,\N,53,16,75.924,206.78,12,Sergey,Sirotkin,Sergey Sirotkin,18.0,Canadian Grand Prix,2018
23919,995,4,1,14,14,\N,R,18,0.0,40,\N,\N,33,17,76.18,206.085,43,Fernando,Alonso,Fernando Alonso,14.0,Canadian Grand Prix,2018
23920,995,843,5,28,12,\N,R,19,0.0,0,\N,\N,\N,0,\N,\N,4,Brendon,Hartley,Brendon Hartley,12.0,Canadian Grand Prix,2018
23921,995,840,3,18,17,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,Lance,Stroll,Lance Stroll,17.0,Canadian Grand Prix,2018
23922,996,1,131,44,1,1,1,1,25.0,53,30:11.4,5411385,49,5,94.509,222.531,1,Lewis,Hamilton,Lewis Hamilton,1.0,French Grand Prix,2018
23923,996,830,9,33,4,2,2,2,18.0,53,7.09,5418475,47,2,94.275,223.083,1,Max,Verstappen,Max Verstappen,4.0,French Grand Prix,2018
23924,996,8,6,7,6,3,3,3,15.0,53,25.888,5437273,48,3,94.398,222.792,1,Kimi,Räikkönen,Kimi Räikkönen,6.0,French Grand Prix,2018
23925,996,817,9,3,5,4,4,4,12.0,53,34.736,5446121,37,7,95.382,220.494,1,Daniel,Ricciardo,Daniel Ricciardo,5.0,French Grand Prix,2018
23926,996,20,6,5,3,5,5,5,10.0,53,+1:01.935,5473320,42,4,94.485,222.587,1,Sebastian,Vettel,Sebastian Vettel,3.0,French Grand Prix,2018
23927,996,825,210,20,9,6,6,6,8.0,53,+1:19.364,5490749,50,8,95.425,220.395,1,Kevin,Magnussen,Kevin Magnussen,9.0,French Grand Prix,2018
23928,996,822,131,77,2,7,7,7,6.0,53,+1:20.632,5492017,41,1,94.225,223.201,1,Valtteri,Bottas,Valtteri Bottas,2.0,French Grand Prix,2018
23929,996,832,4,55,7,8,8,8,4.0,53,+1:27.184,5498569,46,9,95.638,219.904,1,Carlos,Sainz,Carlos Sainz,7.0,French Grand Prix,2018
23930,996,807,4,27,12,9,9,9,2.0,53,+1:31.989,5503374,46,11,95.873,219.365,1,Nico,Hülkenberg,Nico Hülkenberg,12.0,French Grand Prix,2018
23931,996,844,15,16,8,10,10,10,1.0,53,+1:33.873,5505258,45,12,95.977,219.127,1,Charles,Leclerc,Charles Leclerc,8.0,French Grand Prix,2018
23932,996,154,210,8,10,11,11,11,0.0,52,\N,\N,47,10,95.695,219.773,11,Romain,Grosjean,Romain Grosjean,10.0,French Grand Prix,2018
23933,996,838,1,2,17,12,12,12,0.0,52,\N,\N,48,14,96.675,217.545,11,Stoffel,Vandoorne,Stoffel Vandoorne,18.0,French Grand Prix,2018
23934,996,828,15,9,15,13,13,13,0.0,52,\N,\N,37,13,96.494,217.953,11,Marcus,Ericsson,Marcus Ericsson,15.0,French Grand Prix,2018
