resultId,raceId,driverId,constructorId,number,grid,finishPosition,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,forename,surname,driverName,gridPosition,Grand Prix,year
23101,956,822,3,77,7,9,9,9,2.0,70,\N,\N,55,12,70.21,221.814,11,Valtteri,Bottas,Valtteri Bottas,8.0,Austrian Grand Prix,2016
23102,956,836,209,94,12,10,10,10,1.0,70,\N,\N,67,19,70.859,219.782,11,Pascal,Wehrlein,Pascal Wehrlein,12.0,Austrian Grand Prix,2016
23103,956,821,210,21,11,11,11,11,0.0,70,\N,\N,55,6,69.694,223.456,11,Esteban,Gutiérrez,Esteban Gutiérrez,11.0,Austrian Grand Prix,2016
23104,956,835,4,30,19,12,12,12,0.0,70,\N,\N,53,13,70.228,221.757,11,Jolyon,Palmer,Jolyon Palmer,18.0,Austrian Grand Prix,2016
23105,956,831,15,12,21,13,13,13,0.0,70,\N,\N,46,16,70.415,221.168,11,Felipe,Nasr,Felipe Nasr,22.0,Austrian Grand Prix,2016
23106,956,825,4,20,17,14,14,14,0.0,70,\N,\N,56,17,70.45,221.058,11,Kevin,Magnussen,Kevin Magnussen,17.0,Austrian Grand Prix,2016
23107,956,828,15,9,18,15,15,15,0.0,70,\N,\N,58,18,70.704,220.264,11,Marcus,Ericsson,Marcus Ericsson,21.0,Austrian Grand Prix,2016
23108,956,837,209,88,20,16,16,16,0.0,70,\N,\N,66,15,70.342,221.398,11,Rio,Haryanto,Rio Haryanto,19.0,Austrian Grand Prix,2016
23109,956,815,10,11,16,17,17,17,0.0,69,\N,\N,66,10,70.12,222.099,23,Sergio,Pérez,Sergio Pérez,16.0,Austrian Grand Prix,2016
23110,956,4,1,14,14,18,18,18,0.0,64,\N,\N,44,20,71.02,219.284,84,Fernando,Alonso,Fernando Alonso,14.0,Austrian Grand Prix,2016
23111,956,807,10,27,2,19,19,19,0.0,64,\N,\N,53,14,70.309,221.502,23,Nico,Hülkenberg,Nico Hülkenberg,3.0,Austrian Grand Prix,2016
23112,956,13,3,19,0,20,20,20,0.0,63,\N,\N,59,7,69.899,222.801,23,Felipe,Massa,Felipe Massa,10.0,Austrian Grand Prix,2016
23113,956,20,6,5,9,\N,R,21,0.0,26,\N,\N,10,21,71.441,217.992,27,Sebastian,Vettel,Sebastian Vettel,4.0,Austrian Grand Prix,2016
23114,956,826,5,26,0,\N,R,22,0.0,2,\N,\N,2,22,78.302,198.891,31,Daniil,Kvyat,Daniil Kvyat,20.0,Austrian Grand Prix,2016
23115,957,1,131,44,1,1,1,1,25.0,52,34:55.8,5695831,45,3,95.771,221.44,1,Lewis,Hamilton,Lewis Hamilton,1.0,British Grand Prix,2016
23116,957,830,9,33,3,2,2,2,18.0,52,8.25,5704081,41,6,96.407,219.979,1,Max,Verstappen,Max Verstappen,3.0,British Grand Prix,2016
23117,957,3,131,6,2,3,3,3,15.0,52,16.911,5712742,44,1,95.548,221.957,1,Nico,Rosberg,Nico Rosberg,2.0,British Grand Prix,2016
23118,957,817,9,3,4,4,4,4,12.0,52,26.211,5722042,52,4,96.013,220.882,1,Daniel,Ricciardo,Daniel Ricciardo,4.0,British Grand Prix,2016
23119,957,8,6,7,5,5,5,5,10.0,52,+1:09.743,5765574,39,8,96.994,218.648,1,Kimi,Räikkönen,Kimi Räikkönen,5.0,British Grand Prix,2016
23120,957,815,10,11,10,6,6,6,8.0,52,+1:16.941,5772772,35,15,97.9,216.625,1,Sergio,Pérez,Sergio Pérez,11.0,British Grand Prix,2016
23121,957,807,10,27,8,7,7,7,6.0,52,+1:17.712,5773543,51,11,97.618,217.25,1,Nico,Hülkenberg,Nico Hülkenberg,9.0,British Grand Prix,2016
23122,957,832,5,55,7,8,8,8,4.0,52,+1:25.858,5781689,43,10,97.401,217.734,1,Carlos,Sainz,Carlos Sainz,8.0,British Grand Prix,2016
23123,957,20,6,5,11,9,9,9,2.0,52,+1:31.654,5787485,44,7,96.933,218.786,1,Sebastian,Vettel,Sebastian Vettel,6.0,British Grand Prix,2016
23124,957,826,5,26,15,10,10,10,1.0,52,+1:32.600,5788431,35,13,97.667,217.141,1,Daniil,Kvyat,Daniil Kvyat,15.0,British Grand Prix,2016
23125,957,13,3,19,12,11,11,11,0.0,51,\N,\N,40,5,96.141,220.588,11,Felipe,Massa,Felipe Massa,12.0,British Grand Prix,2016
23126,957,18,1,22,17,12,12,12,0.0,51,\N,\N,36,16,97.907,216.609,11,Jenson,Button,Jenson Button,17.0,British Grand Prix,2016
23127,957,4,1,14,9,13,13,13,0.0,51,\N,\N,43,2,95.669,221.676,11,Fernando,Alonso,Fernando Alonso,10.0,British Grand Prix,2016
23128,957,822,3,77,6,14,14,14,0.0,51,\N,\N,45,9,97.383,217.775,11,Valtteri,Bottas,Valtteri Bottas,7.0,British Grand Prix,2016
23129,957,831,15,12,21,15,15,15,0.0,51,\N,\N,43,17,98.71,214.847,11,Felipe,Nasr,Felipe Nasr,21.0,British Grand Prix,2016
23130,957,821,210,21,14,16,16,16,0.0,51,\N,\N,44,14,97.713,217.039,11,Esteban,Gutiérrez,Esteban Gutiérrez,14.0,British Grand Prix,2016
23131,957,825,4,20,16,17,17,17,0.0,49,\N,\N,43,12,97.619,217.248,6,Kevin,Magnussen,Kevin Magnussen,16.0,British Grand Prix,2016
23132,957,835,4,30,18,\N,R,18,0.0,37,\N,\N,36,18,99.755,212.596,6,Jolyon,Palmer,Jolyon Palmer,18.0,British Grand Prix,2016
23133,957,837,209,88,19,\N,R,19,0.0,24,\N,\N,23,19,101.38,209.189,20,Rio,Haryanto,Rio Haryanto,19.0,British Grand Prix,2016
23134,957,154,210,8,13,\N,R,20,0.0,17,\N,\N,14,20,115.507,183.604,31,Romain,Grosjean,Romain Grosjean,13.0,British Grand Prix,2016
23135,957,828,15,9,22,\N,R,21,0.0,11,\N,\N,9,21,120.286,176.309,131,Marcus,Ericsson,Marcus Ericsson,,British Grand Prix,2016
23136,957,836,209,94,20,\N,R,22,0.0,6,\N,\N,4,22,168.804,125.634,20,Pascal,Wehrlein,Pascal Wehrlein,20.0,British Grand Prix,2016
23137,958,1,131,44,2,1,1,1,25.0,70,40:30.1,6030115,69,3,83.849,188.095,1,Lewis,Hamilton,Lewis Hamilton,2.0,Hungarian Grand Prix,2016
23138,958,3,131,6,1,2,2,2,18.0,70,1.977,6032092,60,2,83.67,188.497,1,Nico,Rosberg,Nico Rosberg,1.0,Hungarian Grand Prix,2016
23139,958,817,9,3,3,3,3,3,15.0,70,27.539,6057654,60,5,84.608,186.407,1,Daniel,Ricciardo,Daniel Ricciardo,3.0,Hungarian Grand Prix,2016
23140,958,20,6,5,5,4,4,4,12.0,70,28.213,6058328,59,4,84.383,186.904,1,Sebastian,Vettel,Sebastian Vettel,5.0,Hungarian Grand Prix,2016
23141,958,830,9,33,4,5,5,5,10.0,70,48.659,6078774,40,7,84.687,186.234,1,Max,Verstappen,Max Verstappen,4.0,Hungarian Grand Prix,2016
23142,958,8,6,7,14,6,6,6,8.0,70,49.044,6079159,52,1,83.086,189.822,1,Kimi,Räikkönen,Kimi Räikkönen,14.0,Hungarian Grand Prix,2016
23143,958,4,1,14,7,7,7,7,6.0,69,\N,\N,62,8,84.958,185.639,11,Fernando,Alonso,Fernando Alonso,7.0,Hungarian Grand Prix,2016
23144,958,832,5,55,6,8,8,8,4.0,69,\N,\N,67,10,85.103,185.323,11,Carlos,Sainz,Carlos Sainz,6.0,Hungarian Grand Prix,2016
23145,958,822,3,77,10,9,9,9,2.0,69,\N,\N,59,11,85.273,184.954,11,Valtteri,Bottas,Valtteri Bottas,10.0,Hungarian Grand Prix,2016
23146,958,807,10,27,9,10,10,10,1.0,69,\N,\N,69,13,85.392,184.696,11,Nico,Hülkenberg,Nico Hülkenberg,9.0,Hungarian Grand Prix,2016
23147,958,815,10,11,13,11,11,11,0.0,69,\N,\N,65,9,85.021,185.502,11,Sergio,Pérez,Sergio Pérez,13.0,Hungarian Grand Prix,2016
23148,958,835,4,30,17,12,12,12,0.0,69,\N,\N,41,16,85.743,183.94,11,Jolyon,Palmer,Jolyon Palmer,17.0,Hungarian Grand Prix,2016
23149,958,821,210,21,15,13,13,13,0.0,69,\N,\N,39,17,85.955,183.486,11,Esteban,Gutiérrez,Esteban Gutiérrez,15.0,Hungarian Grand Prix,2016
23150,958,154,210,8,11,14,14,14,0.0,69,\N,\N,56,18,85.958,183.48,11,Romain,Grosjean,Romain Grosjean,11.0,Hungarian Grand Prix,2016
23151,958,825,4,20,19,15,15,15,0.0,69,\N,\N,39,19,86.23,182.901,11,Kevin,Magnussen,Kevin Magnussen,19.0,Hungarian Grand Prix,2016
23152,958,826,5,26,12,16,16,16,0.0,69,\N,\N,48,6,84.669,186.273,11,Daniil,Kvyat,Daniil Kvyat,12.0,Hungarian Grand Prix,2016
23153,958,831,15,12,16,17,17,17,0.0,69,\N,\N,66,15,85.676,184.084,11,Felipe,Nasr,Felipe Nasr,16.0,Hungarian Grand Prix,2016
23154,958,13,3,19,18,18,18,18,0.0,68,\N,\N,68,12,85.296,184.904,12,Felipe,Massa,Felipe Massa,18.0,Hungarian Grand Prix,2016
23155,958,836,209,94,20,19,19,19,0.0,68,\N,\N,47,20,86.524,182.28,12,Pascal,Wehrlein,Pascal Wehrlein,21.0,Hungarian Grand Prix,2016
23156,958,828,15,9,22,20,20,20,0.0,68,\N,\N,47,14,85.475,184.517,12,Marcus,Ericsson,Marcus Ericsson,20.0,Hungarian Grand Prix,2016
23157,958,837,209,88,21,21,21,21,0.0,68,\N,\N,64,22,87.791,179.649,12,Rio,Haryanto,Rio Haryanto,22.0,Hungarian Grand Prix,2016
23158,958,18,1,22,8,\N,R,22,0.0,60,\N,\N,9,21,86.744,181.817,44,Jenson,Button,Jenson Button,8.0,Hungarian Grand Prix,2016
23159,959,1,131,44,2,1,1,1,25.0,67,30:44.2,5444200,52,3,78.746,209.107,1,Lewis,Hamilton,Lewis Hamilton,2.0,German Grand Prix,2016
23160,959,817,9,3,3,2,2,2,18.0,67,6.996,5451196,48,1,78.442,209.918,1,Daniel,Ricciardo,Daniel Ricciardo,3.0,German Grand Prix,2016
23161,959,830,9,33,4,3,3,3,15.0,67,13.413,5457613,47,4,78.91,208.673,1,Max,Verstappen,Max Verstappen,4.0,German Grand Prix,2016
23162,959,3,131,6,1,4,4,4,12.0,67,15.845,5460045,51,5,79.122,208.114,1,Nico,Rosberg,Nico Rosberg,1.0,German Grand Prix,2016
23163,959,20,6,5,6,5,5,5,10.0,67,32.57,5476770,48,2,78.71,209.203,1,Sebastian,Vettel,Sebastian Vettel,6.0,German Grand Prix,2016
23164,959,8,6,7,5,6,6,6,8.0,67,37.023,5481223,36,6,79.572,206.937,1,Kimi,Räikkönen,Kimi Räikkönen,5.0,German Grand Prix,2016
23165,959,807,10,27,8,7,7,7,6.0,67,+1:10.049,5514249,46,12,80.056,205.686,1,Nico,Hülkenberg,Nico Hülkenberg,7.0,German Grand Prix,2016
23166,959,18,1,22,12,8,8,8,4.0,66,\N,\N,48,9,79.781,206.395,11,Jenson,Button,Jenson Button,12.0,German Grand Prix,2016
23167,959,822,3,77,7,9,9,9,2.0,66,\N,\N,36,15,80.442,204.699,11,Valtteri,Bottas,Valtteri Bottas,8.0,German Grand Prix,2016
23168,959,815,10,11,9,10,10,10,1.0,66,\N,\N,46,8,79.606,206.848,11,Sergio,Pérez,Sergio Pérez,9.0,German Grand Prix,2016
23169,959,821,210,21,11,11,11,11,0.0,66,\N,\N,56,10,79.883,206.131,11,Esteban,Gutiérrez,Esteban Gutiérrez,11.0,German Grand Prix,2016
23170,959,4,1,14,13,12,12,12,0.0,66,\N,\N,50,13,80.132,205.49,11,Fernando,Alonso,Fernando Alonso,14.0,German Grand Prix,2016
23171,959,154,210,8,20,13,13,13,0.0,66,\N,\N,58,14,80.25,205.188,11,Romain,Grosjean,Romain Grosjean,15.0,German Grand Prix,2016
23172,959,832,5,55,15,14,14,14,0.0,66,\N,\N,54,11,79.957,205.94,11,Carlos,Sainz,Carlos Sainz,13.0,German Grand Prix,2016
23173,959,826,5,26,18,15,15,15,0.0,66,\N,\N,51,7,79.585,206.903,11,Daniil,Kvyat,Daniil Kvyat,19.0,German Grand Prix,2016
23174,959,825,4,20,16,16,16,16,0.0,66,\N,\N,42,21,81.649,201.673,11,Kevin,Magnussen,Kevin Magnussen,17.0,German Grand Prix,2016
23175,959,836,209,94,17,17,17,17,0.0,65,\N,\N,49,16,80.71,204.019,12,Pascal,Wehrlein,Pascal Wehrlein,18.0,German Grand Prix,2016
23176,959,828,15,9,22,18,18,18,0.0,65,\N,\N,35,18,81.212,202.758,12,Marcus,Ericsson,Marcus Ericsson,22.0,German Grand Prix,2016
23177,959,835,4,30,14,19,19,19,0.0,65,\N,\N,55,17,81.127,202.97,12,Jolyon,Palmer,Jolyon Palmer,16.0,German Grand Prix,2016
23178,959,837,209,88,19,20,20,20,0.0,65,\N,\N,56,22,81.845,201.19,12,Rio,Haryanto,Rio Haryanto,20.0,German Grand Prix,2016
23179,959,831,15,12,21,\N,R,21,0.0,57,\N,\N,45,19,81.42,202.24,131,Felipe,Nasr,Felipe Nasr,21.0,German Grand Prix,2016
23180,959,13,3,19,10,\N,R,22,0.0,36,\N,\N,31,20,81.476,202.101,22,Felipe,Massa,Felipe Massa,10.0,German Grand Prix,2016
23181,960,3,131,6,1,1,1,1,25.0,44,44:51.1,6291058,11,2,111.746,225.64,1,Nico,Rosberg,Nico Rosberg,1.0,Belgian Grand Prix,2016
23182,960,817,9,3,5,2,2,2,18.0,44,14.113,6305171,11,4,112.461,224.205,1,Daniel,Ricciardo,Daniel Ricciardo,5.0,Belgian Grand Prix,2016
23183,960,1,131,44,21,3,3,3,15.0,44,27.634,6318692,40,1,111.583,225.969,1,Lewis,Hamilton,Lewis Hamilton,21.0,Belgian Grand Prix,2016
23184,960,807,10,27,7,4,4,4,12.0,44,35.907,6326965,41,10,113.53,222.094,1,Nico,Hülkenberg,Nico Hülkenberg,7.0,Belgian Grand Prix,2016
23185,960,815,10,11,6,5,5,5,10.0,44,40.66,6331718,34,8,113.414,222.321,1,Sergio,Pérez,Sergio Pérez,6.0,Belgian Grand Prix,2016
23186,960,20,6,5,4,6,6,6,8.0,44,45.394,6336452,35,5,112.728,223.674,1,Sebastian,Vettel,Sebastian Vettel,4.0,Belgian Grand Prix,2016
23187,960,4,1,14,22,7,7,7,6.0,44,59.445,6350503,43,15,114.484,220.243,1,Fernando,Alonso,Fernando Alonso,,Belgian Grand Prix,2016
23188,960,822,3,77,8,8,8,8,4.0,44,+1:00.151,6351209,31,12,114.12,220.946,1,Valtteri,Bottas,Valtteri Bottas,8.0,Belgian Grand Prix,2016
23189,960,8,6,7,3,9,9,9,2.0,44,+1:01.109,6352167,27,9,113.498,222.157,1,Kimi,Räikkönen,Kimi Räikkönen,3.0,Belgian Grand Prix,2016
23190,960,13,3,19,10,10,10,10,1.0,44,+1:05.873,6356931,25,14,114.342,220.517,1,Felipe,Massa,Felipe Massa,10.0,Belgian Grand Prix,2016
23191,960,830,9,33,2,11,11,11,0.0,44,+1:11.138,6362196,32,7,113.281,222.582,1,Max,Verstappen,Max Verstappen,2.0,Belgian Grand Prix,2016
23192,960,821,210,21,18,12,12,12,0.0,44,+1:13.877,6364935,26,13,114.335,220.53,1,Esteban,Gutiérrez,Esteban Gutiérrez,13.0,Belgian Grand Prix,2016
23193,960,154,210,8,11,13,13,13,0.0,44,+1:16.474,6367532,25,11,113.803,221.561,1,Romain,Grosjean,Romain Grosjean,11.0,Belgian Grand Prix,2016
23194,960,826,5,26,19,14,14,14,0.0,44,+1:27.097,6378155,37,3,112.081,224.965,1,Daniil,Kvyat,Daniil Kvyat,19.0,Belgian Grand Prix,2016
23195,960,835,4,30,13,15,15,15,0.0,44,+1:33.165,6384223,41,6,113.251,222.641,1,Jolyon,Palmer,Jolyon Palmer,14.0,Belgian Grand Prix,2016
23196,960,839,209,31,17,16,16,16,0.0,43,\N,\N,26,16,115.734,217.865,11,Esteban,Ocon,Esteban Ocon,18.0,Belgian Grand Prix,2016
23197,960,831,15,12,16,17,17,17,0.0,43,\N,\N,31,17,116.152,217.081,11,Felipe,Nasr,Felipe Nasr,17.0,Belgian Grand Prix,2016
23198,960,825,4,20,12,\N,R,18,0.0,5,\N,\N,4,18,116.588,216.269,3,Kevin,Magnussen,Kevin Magnussen,12.0,Belgian Grand Prix,2016
23199,960,828,15,9,20,\N,R,19,0.0,3,\N,\N,2,19,135.255,186.421,6,Marcus,Ericsson,Marcus Ericsson,20.0,Belgian Grand Prix,2016
23200,960,832,5,55,14,\N,R,20,0.0,1,\N,\N,\N,0,\N,\N,29,Carlos,Sainz,Carlos Sainz,15.0,Belgian Grand Prix,2016
23201,960,18,1,22,9,\N,R,21,0.0,1,\N,\N,\N,0,\N,\N,130,Jenson,Button,Jenson Button,9.0,Belgian Grand Prix,2016
23202,960,836,209,94,15,\N,R,22,0.0,0,\N,\N,\N,0,\N,\N,130,Pascal,Wehrlein,Pascal Wehrlein,16.0,Belgian Grand Prix,2016
23203,961,3,131,6,2,1,1,1,25.0,53,17:28.1,4648089,26,9,86.599,240.82,1,Nico,Rosberg,Nico Rosberg,2.0,Italian Grand Prix,2016
23204,961,1,131,44,1,2,2,2,18.0,53,15.07,4663159,27,4,86.303,241.646,1,Lewis,Hamilton,Lewis Hamilton,1.0,Italian Grand Prix,2016
23205,961,20,6,5,3,3,3,3,15.0,53,20.99,4669079,48,5,86.31,241.626,1,Sebastian,Vettel,Sebastian Vettel,3.0,Italian Grand Prix,2016
23206,961,8,6,7,4,4,4,4,12.0,53,27.561,4675650,50,3,86.016,242.452,1,Kimi,Räikkönen,Kimi Räikkönen,4.0,Italian Grand Prix,2016
23207,961,817,9,3,6,5,5,5,10.0,53,45.295,4693384,52,2,85.919,242.726,1,Daniel,Ricciardo,Daniel Ricciardo,6.0,Italian Grand Prix,2016
23208,961,822,3,77,5,6,6,6,8.0,53,51.015,4699104,46,10,86.708,240.517,1,Valtteri,Bottas,Valtteri Bottas,5.0,Italian Grand Prix,2016
23209,961,830,9,33,7,7,7,7,6.0,53,54.236,4702325,50,8,86.405,241.361,1,Max,Verstappen,Max Verstappen,7.0,Italian Grand Prix,2016
23210,961,815,10,11,8,8,8,8,4.0,53,+1:04.954,4713043,40,12,86.92,239.93,1,Sergio,Pérez,Sergio Pérez,8.0,Italian Grand Prix,2016
23211,961,13,3,19,11,9,9,9,2.0,53,+1:05.617,4713706,50,7,86.4,241.375,1,Felipe,Massa,Felipe Massa,11.0,Italian Grand Prix,2016
23212,961,807,10,27,9,10,10,10,1.0,53,+1:18.656,4726745,40,13,86.954,239.837,1,Nico,Hülkenberg,Nico Hülkenberg,9.0,Italian Grand Prix,2016
23213,961,154,210,8,17,11,11,11,0.0,52,\N,\N,50,15,87.227,239.086,11,Romain,Grosjean,Romain Grosjean,12.0,Italian Grand Prix,2016
23214,961,18,1,22,14,12,12,12,0.0,52,\N,\N,40,6,86.354,241.503,11,Jenson,Button,Jenson Button,15.0,Italian Grand Prix,2016
23215,961,821,210,21,10,13,13,13,0.0,52,\N,\N,42,14,87.106,239.418,11,Esteban,Gutiérrez,Esteban Gutiérrez,10.0,Italian Grand Prix,2016
23216,961,4,1,14,12,14,14,14,0.0,52,\N,\N,51,1,85.34,244.373,11,Fernando,Alonso,Fernando Alonso,13.0,Italian Grand Prix,2016
23217,961,832,5,55,15,15,15,15,0.0,52,\N,\N,41,11,86.751,240.398,11,Carlos,Sainz,Carlos Sainz,16.0,Italian Grand Prix,2016
23218,961,828,15,9,19,16,16,16,0.0,52,\N,\N,37,19,88.552,235.509,11,Marcus,Ericsson,Marcus Ericsson,19.0,Italian Grand Prix,2016
23219,961,825,4,20,21,17,17,17,0.0,52,\N,\N,52,16,87.618,238.019,11,Kevin,Magnussen,Kevin Magnussen,21.0,Italian Grand Prix,2016
23220,961,839,209,31,22,18,18,18,0.0,51,\N,\N,51,18,88.534,235.556,12,Esteban,Ocon,Esteban Ocon,,Italian Grand Prix,2016
23221,961,826,5,26,16,\N,R,19,0.0,36,\N,\N,35,17,88.037,236.886,84,Daniil,Kvyat,Daniil Kvyat,17.0,Italian Grand Prix,2016
23222,961,836,209,94,13,\N,R,20,0.0,26,\N,\N,18,20,88.723,235.055,44,Pascal,Wehrlein,Pascal Wehrlein,14.0,Italian Grand Prix,2016
23223,961,835,4,30,20,\N,R,21,0.0,7,\N,\N,4,21,91.361,228.268,130,Jolyon,Palmer,Jolyon Palmer,20.0,Italian Grand Prix,2016
23224,961,831,15,12,18,\N,R,22,0.0,6,\N,\N,\N,0,\N,\N,130,Felipe,Nasr,Felipe Nasr,18.0,Italian Grand Prix,2016
23225,962,3,131,6,1,1,1,1,25.0,61,55:49.0,6948950,38,6,110.296,165.318,1,Nico,Rosberg,Nico Rosberg,1.0,Singapore Grand Prix,2016
23226,962,817,9,3,2,2,2,2,18.0,61,0.488,6949438,49,1,107.187,170.113,1,Daniel,Ricciardo,Daniel Ricciardo,2.0,Singapore Grand Prix,2016
23227,962,1,131,44,3,3,3,3,15.0,61,8.038,6956988,52,3,107.752,169.221,1,Lewis,Hamilton,Lewis Hamilton,3.0,Singapore Grand Prix,2016
23228,962,8,6,7,5,4,4,4,12.0,61,10.219,6959169,51,4,108.204,168.515,1,Kimi,Räikkönen,Kimi Räikkönen,5.0,Singapore Grand Prix,2016
23229,962,20,6,5,22,5,5,5,10.0,61,27.694,6976644,45,2,107.345,169.863,1,Sebastian,Vettel,Sebastian Vettel,22.0,Singapore Grand Prix,2016
23230,962,830,9,33,4,6,6,6,8.0,61,+1:11.197,7020147,46,5,109.05,167.207,1,Max,Verstappen,Max Verstappen,4.0,Singapore Grand Prix,2016
23231,962,4,1,14,9,7,7,7,6.0,61,+1:29.198,7038148,49,12,111.249,163.902,1,Fernando,Alonso,Fernando Alonso,9.0,Singapore Grand Prix,2016
23232,962,815,10,11,17,8,8,8,4.0,61,+1:51.062,7060012,34,15,111.517,163.508,1,Sergio,Pérez,Sergio Pérez,10.0,Singapore Grand Prix,2016
23233,962,826,5,26,7,9,9,9,2.0,61,+1:51.557,7060507,39,9,110.944,164.353,1,Daniil,Kvyat,Daniil Kvyat,7.0,Singapore Grand Prix,2016
23234,962,825,4,20,15,10,10,10,1.0,61,+1:59.952,7068902,44,8,110.858,164.48,1,Kevin,Magnussen,Kevin Magnussen,17.0,Singapore Grand Prix,2016
23235,962,821,210,21,13,11,11,11,0.0,60,\N,\N,39,11,111.075,164.159,11,Esteban,Gutiérrez,Esteban Gutiérrez,14.0,Singapore Grand Prix,2016
23236,962,13,3,19,11,12,12,12,0.0,60,\N,\N,53,14,111.455,163.599,11,Felipe,Massa,Felipe Massa,12.0,Singapore Grand Prix,2016
23237,962,831,15,12,16,13,13,13,0.0,60,\N,\N,41,17,111.683,163.265,11,Felipe,Nasr,Felipe Nasr,18.0,Singapore Grand Prix,2016
23238,962,832,5,55,6,14,14,14,0.0,60,\N,\N,56,7,110.532,164.965,11,Carlos,Sainz,Carlos Sainz,6.0,Singapore Grand Prix,2016
23239,962,835,4,30,18,15,15,15,0.0,60,\N,\N,36,19,111.777,163.128,11,Jolyon,Palmer,Jolyon Palmer,19.0,Singapore Grand Prix,2016
23240,962,836,209,94,19,16,16,16,0.0,60,\N,\N,40,20,112.021,162.773,11,Pascal,Wehrlein,Pascal Wehrlein,20.0,Singapore Grand Prix,2016
23241,962,828,15,9,14,17,17,17,0.0,60,\N,\N,27,10,110.963,164.325,11,Marcus,Ericsson,Marcus Ericsson,16.0,Singapore Grand Prix,2016
23242,962,839,209,31,21,18,18,18,0.0,59,\N,\N,47,18,111.748,163.17,12,Esteban,Ocon,Esteban Ocon,21.0,Singapore Grand Prix,2016
23243,962,18,1,22,12,\N,R,19,0.0,43,\N,\N,18,16,111.631,163.341,23,Jenson,Button,Jenson Button,13.0,Singapore Grand Prix,2016
23244,962,822,3,77,10,\N,R,20,0.0,35,\N,\N,17,13,111.368,163.727,25,Valtteri,Bottas,Valtteri Bottas,11.0,Singapore Grand Prix,2016
23245,962,807,10,27,8,\N,R,21,0.0,0,\N,\N,\N,0,\N,\N,4,Nico,Hülkenberg,Nico Hülkenberg,8.0,Singapore Grand Prix,2016
23246,962,154,210,8,20,\N,W,22,0.0,0,\N,\N,\N,0,\N,\N,54,Romain,Grosjean,Romain Grosjean,15.0,Singapore Grand Prix,2016
23247,963,817,9,3,4,1,1,1,25.0,56,37:12.8,5832776,44,3,97.449,204.771,1,Daniel,Ricciardo,Daniel Ricciardo,4.0,Malaysian Grand Prix,2016
23248,963,830,9,33,3,2,2,2,18.0,56,2.443,5835219,44,2,97.376,204.925,1,Max,Verstappen,Max Verstappen,3.0,Malaysian Grand Prix,2016
23249,963,3,131,6,2,3,3,3,15.0,56,25.516,5858292,44,1,96.424,206.948,1,Nico,Rosberg,Nico Rosberg,2.0,Malaysian Grand Prix,2016
23250,963,8,6,7,6,4,4,4,12.0,56,28.785,5861561,47,4,97.466,204.736,1,Kimi,Räikkönen,Kimi Räikkönen,6.0,Malaysian Grand Prix,2016
23251,963,822,3,77,11,5,5,5,10.0,56,+1:01.582,5894358,53,9,99.199,201.159,1,Valtteri,Bottas,Valtteri Bottas,11.0,Malaysian Grand Prix,2016
23252,963,815,10,11,7,6,6,6,8.0,56,+1:03.794,5896570,51,11,99.328,200.898,1,Sergio,Pérez,Sergio Pérez,7.0,Malaysian Grand Prix,2016
23253,963,4,1,14,22,7,7,7,6.0,56,+1:05.205,5897981,44,6,98.291,203.017,1,Fernando,Alonso,Fernando Alonso,22.0,Malaysian Grand Prix,2016
23254,963,807,10,27,8,8,8,8,4.0,56,+1:14.062,5906838,43,5,97.793,204.051,1,Nico,Hülkenberg,Nico Hülkenberg,8.0,Malaysian Grand Prix,2016
23255,963,18,1,22,9,9,9,9,2.0,56,+1:21.816,5914592,51,8,98.74,202.094,1,Jenson,Button,Jenson Button,9.0,Malaysian Grand Prix,2016
23256,963,835,4,30,19,10,10,10,1.0,56,+1:35.466,5928242,53,12,99.35,200.853,1,Jolyon,Palmer,Jolyon Palmer,19.0,Malaysian Grand Prix,2016
23257,963,832,5,55,16,11,11,11,0.0,56,+1:38.878,5931654,44,10,99.243,201.07,1,Carlos,Sainz,Carlos Sainz,16.0,Malaysian Grand Prix,2016
23258,963,828,15,9,17,12,12,12,0.0,55,\N,\N,55,14,99.781,199.985,11,Marcus,Ericsson,Marcus Ericsson,17.0,Malaysian Grand Prix,2016
23259,963,13,3,19,10,13,13,13,0.0,55,\N,\N,53,16,99.92,199.707,11,Felipe,Massa,Felipe Massa,10.0,Malaysian Grand Prix,2016
23260,963,826,5,26,15,14,14,14,0.0,55,\N,\N,43,15,99.798,199.951,11,Daniil,Kvyat,Daniil Kvyat,15.0,Malaysian Grand Prix,2016
23261,963,836,209,94,21,15,15,15,0.0,55,\N,\N,55,13,99.653,200.242,11,Pascal,Wehrlein,Pascal Wehrlein,21.0,Malaysian Grand Prix,2016
23262,963,839,209,31,20,16,16,16,0.0,55,\N,\N,45,18,101.467,196.662,11,Esteban,Ocon,Esteban Ocon,20.0,Malaysian Grand Prix,2016
23263,963,831,15,12,18,\N,R,17,0.0,46,\N,\N,43,17,100.49,198.574,23,Felipe,Nasr,Felipe Nasr,18.0,Malaysian Grand Prix,2016
23264,963,1,131,44,1,\N,R,18,0.0,40,\N,\N,31,7,98.595,202.391,5,Lewis,Hamilton,Lewis Hamilton,1.0,Malaysian Grand Prix,2016
23265,963,821,210,21,13,\N,R,19,0.0,39,\N,\N,37,19,101.775,196.067,61,Esteban,Gutiérrez,Esteban Gutiérrez,13.0,Malaysian Grand Prix,2016
