resultId,raceId,driverId,constructorId,number,grid,finishPosition,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,forename,surname,driverName,gridPosition,Grand Prix,year,totalPitTime_ms,totalPitTime_s,positionsChange,pitEffect
23048,953,835,4,30,18,,R,22,0.0,7,\N,\N,2,22,118.474,101.399,3,Jolyon,Palmer,Jolyon Palmer,18.0,Monaco Grand Prix,2016,,,,
23049,954,1,131,44,1,1.0,1,1,25.0,70,31:05.3,5465296,68,2,75.981,206.625,1,Lewis,Hamilton,Lewis Hamilton,1.0,Canadian Grand Prix,2016,22243.0,22.243,0.0,0.0
23050,954,20,6,5,3,2.0,2,2,18.0,70,5.011,5470307,70,3,76.297,205.769,1,Sebastian,Vettel,Sebastian Vettel,3.0,Canadian Grand Prix,2016,44958.0,44.958,1.0,0.022242982339072022
23051,954,822,3,77,7,3.0,3,3,15.0,70,46.422,5511718,68,10,76.938,204.055,1,Valtteri,Bottas,Valtteri Bottas,7.0,Canadian Grand Prix,2016,22184.0,22.184,4.0,0.18031013342949873
23052,954,830,9,33,5,4.0,4,4,12.0,70,53.02,5518316,49,4,76.319,205.71,1,Max,Verstappen,Max Verstappen,5.0,Canadian Grand Prix,2016,46495.0,46.495,1.0,0.021507688998817078
23053,954,3,131,6,2,5.0,5,5,10.0,70,+1:02.093,5527389,60,1,75.599,207.669,1,Nico,Rosberg,Nico Rosberg,2.0,Canadian Grand Prix,2016,45194.0,45.194,-3.0,-0.06638049298579457
23054,954,8,6,7,6,6.0,6,6,8.0,70,+1:03.017,5528313,44,9,76.919,204.105,1,Kimi,Räikkönen,Kimi Räikkönen,6.0,Canadian Grand Prix,2016,46083.0,46.083,0.0,0.0
23055,954,817,9,3,4,7.0,7,7,6.0,70,+1:03.634,5528930,51,5,76.506,205.207,1,Daniel,Ricciardo,Daniel Ricciardo,4.0,Canadian Grand Prix,2016,46890.0,46.89,-3.0,-0.06397952655150352
23056,954,807,10,27,9,8.0,8,8,4.0,69,\N,\N,68,8,76.604,204.944,11,Nico,Hülkenberg,Nico Hülkenberg,9.0,Canadian Grand Prix,2016,45987.0,45.987,1.0,0.021745275838824015
23057,954,832,5,55,20,9.0,9,9,2.0,69,\N,\N,54,7,76.578,205.014,11,Carlos,Sainz,Carlos Sainz,16.0,Canadian Grand Prix,2016,47962.0,47.962,7.0,0.1459488761936533
23058,954,815,10,11,11,10.0,10,10,1.0,69,\N,\N,54,6,76.559,205.065,11,Sergio,Pérez,Sergio Pérez,11.0,Canadian Grand Prix,2016,47313.0,47.313,1.0,0.021135840043962545
23059,954,4,1,14,10,11.0,11,11,0.0,69,\N,\N,67,13,77.307,203.081,11,Fernando,Alonso,Fernando Alonso,10.0,Canadian Grand Prix,2016,27952.0,27.952,-1.0,-0.035775615340583856
23060,954,826,5,26,15,12.0,12,12,0.0,69,\N,\N,50,11,76.942,204.044,11,Daniil,Kvyat,Daniil Kvyat,13.0,Canadian Grand Prix,2016,45627.0,45.627,1.0,0.02191684748065838
23061,954,821,210,21,13,13.0,13,13,0.0,68,\N,\N,48,15,77.728,201.981,12,Esteban,Gutiérrez,Esteban Gutiérrez,14.0,Canadian Grand Prix,2016,47340.0,47.34,1.0,0.021123785382340513
23062,954,154,210,8,14,14.0,14,14,0.0,68,\N,\N,50,12,77.281,203.149,12,Romain,Grosjean,Romain Grosjean,15.0,Canadian Grand Prix,2016,78849.0,78.849,1.0,0.012682469023069411
23063,954,828,15,9,21,15.0,15,15,0.0,68,\N,\N,63,17,78.1,201.019,12,Marcus,Ericsson,Marcus Ericsson,19.0,Canadian Grand Prix,2016,46256.0,46.256,4.0,0.08647526807333103
23064,954,825,4,20,22,16.0,16,16,0.0,68,\N,\N,42,18,78.224,200.7,12,Kevin,Magnussen,Kevin Magnussen,,Canadian Grand Prix,2016,23162.0,23.162,,
23065,954,836,209,94,17,17.0,17,17,0.0,68,\N,\N,48,19,78.282,200.551,12,Pascal,Wehrlein,Pascal Wehrlein,18.0,Canadian Grand Prix,2016,49300.0,49.3,1.0,0.02028397565922921
23066,954,831,15,12,18,18.0,18,18,0.0,68,\N,\N,66,16,77.883,201.579,12,Felipe,Nasr,Felipe Nasr,20.0,Canadian Grand Prix,2016,47595.0,47.595,2.0,0.04202122071646181
23067,954,837,209,88,19,19.0,19,19,0.0,68,\N,\N,57,20,78.658,199.593,12,Rio,Haryanto,Rio Haryanto,21.0,Canadian Grand Prix,2016,54801.0,54.801,2.0,0.036495684385321435
23068,954,13,3,19,8,,R,20,0.0,35,\N,\N,32,14,77.424,202.774,31,Felipe,Massa,Felipe Massa,8.0,Canadian Grand Prix,2016,22925.0,22.925,,
23069,954,835,4,30,16,,R,21,0.0,16,\N,\N,6,22,79.879,196.542,31,Jolyon,Palmer,Jolyon Palmer,17.0,Canadian Grand Prix,2016,,,,
23070,954,18,1,22,12,,R,22,0.0,9,\N,\N,5,21,79.456,197.588,131,Jenson,Button,Jenson Button,12.0,Canadian Grand Prix,2016,,,,
23071,955,3,131,6,1,1.0,1,1,25.0,51,32:52.4,5572366,48,1,106.485,202.946,1,Nico,Rosberg,Nico Rosberg,1.0,European Grand Prix,2016,20058.0,20.058,0.0,0.0
23072,955,20,6,5,3,2.0,2,2,18.0,51,16.696,5589062,49,5,107.028,201.917,1,Sebastian,Vettel,Sebastian Vettel,4.0,European Grand Prix,2016,20422.0,20.422,2.0,0.09793360101850945
23073,955,815,10,11,7,3.0,3,3,15.0,51,25.241,5597607,45,4,106.99,201.988,1,Sergio,Pérez,Sergio Pérez,2.0,European Grand Prix,2016,20614.0,20.614,-1.0,-0.048510720869312116
23074,955,8,6,7,4,4.0,4,4,12.0,51,33.102,5605468,41,6,107.181,201.629,1,Kimi,Räikkönen,Kimi Räikkönen,5.0,European Grand Prix,2016,20593.0,20.593,1.0,0.04856019035594619
23075,955,1,131,44,10,5.0,5,5,10.0,51,56.335,5628701,42,2,106.822,202.306,1,Lewis,Hamilton,Lewis Hamilton,10.0,European Grand Prix,2016,20108.0,20.108,5.0,0.24865725084543464
23076,955,822,3,77,8,6.0,6,6,8.0,51,+1:00.886,5633252,50,9,107.604,200.836,1,Valtteri,Bottas,Valtteri Bottas,8.0,European Grand Prix,2016,19732.0,19.732,2.0,0.10135819987837016
23077,955,817,9,3,2,7.0,7,7,6.0,51,+1:09.229,5641595,51,12,107.736,200.59,1,Daniel,Ricciardo,Daniel Ricciardo,3.0,European Grand Prix,2016,39995.0,39.995,-4.0,-0.10001250156269534
23078,955,830,9,33,9,8.0,8,8,4.0,51,+1:10.696,5643062,50,3,106.973,202.021,1,Max,Verstappen,Max Verstappen,9.0,European Grand Prix,2016,42566.0,42.566,1.0,0.023492928628482825
23079,955,807,10,27,12,9.0,9,9,2.0,51,+1:17.708,5650074,37,15,108.012,200.077,1,Nico,Hülkenberg,Nico Hülkenberg,12.0,European Grand Prix,2016,20347.0,20.347,3.0,0.14744188332432298
23080,955,13,3,19,5,10.0,10,10,1.0,51,+1:25.375,5657741,35,13,107.761,200.543,1,Felipe,Massa,Felipe Massa,6.0,European Grand Prix,2016,39303.0,39.303,-4.0,-0.10177340152151236
23081,955,18,1,22,19,11.0,11,11,0.0,51,+1:44.817,5677183,50,10,107.622,200.802,1,Jenson,Button,Jenson Button,19.0,European Grand Prix,2016,40825.0,40.825,8.0,0.19595835884874463
23082,955,831,15,12,15,12.0,12,12,0.0,50,\N,\N,48,11,107.708,200.642,11,Felipe,Nasr,Felipe Nasr,16.0,European Grand Prix,2016,41383.0,41.383,4.0,0.09665804799072082
23083,955,154,210,8,11,13.0,13,13,0.0,50,\N,\N,48,14,107.943,200.205,11,Romain,Grosjean,Romain Grosjean,11.0,European Grand Prix,2016,44720.0,44.72,-2.0,-0.044722719141323794
23084,955,825,4,20,22,14.0,14,14,0.0,50,\N,\N,41,19,109.282,197.752,11,Kevin,Magnussen,Kevin Magnussen,21.0,European Grand Prix,2016,20772.0,20.772,7.0,0.3369921047564029
23085,955,835,4,30,21,15.0,15,15,0.0,50,\N,\N,48,8,107.583,200.875,11,Jolyon,Palmer,Jolyon Palmer,22.0,European Grand Prix,2016,41526.0,41.526,7.0,0.1685690892452921
23086,955,821,210,21,14,16.0,16,16,0.0,50,\N,\N,50,7,107.563,200.912,11,Esteban,Gutiérrez,Esteban Gutiérrez,15.0,European Grand Prix,2016,50760.0,50.76,-1.0,-0.019700551615445233
23087,955,828,15,9,20,17.0,17,17,0.0,50,\N,\N,48,17,108.898,198.449,11,Marcus,Ericsson,Marcus Ericsson,20.0,European Grand Prix,2016,41642.0,41.642,3.0,0.07204264924835502
23088,955,837,209,88,16,18.0,18,18,0.0,49,\N,\N,27,21,111.365,194.053,12,Rio,Haryanto,Rio Haryanto,17.0,European Grand Prix,2016,33405.0,33.405,-1.0,-0.0299356383774884
23089,955,4,1,14,13,,R,19,0.0,42,\N,\N,27,18,109.101,198.08,6,Fernando,Alonso,Fernando Alonso,14.0,European Grand Prix,2016,40936.0,40.936,,
23090,955,836,209,94,17,,R,20,0.0,39,\N,\N,33,20,110.571,195.447,23,Pascal,Wehrlein,Pascal Wehrlein,18.0,European Grand Prix,2016,26187.0,26.187,,
23091,955,832,5,55,18,,R,21,0.0,31,\N,\N,31,16,108.804,198.621,22,Carlos,Sainz,Carlos Sainz,13.0,European Grand Prix,2016,43058.0,43.058,,
23092,955,826,5,26,6,,R,22,0.0,6,\N,\N,2,22,113.167,190.963,22,Daniil,Kvyat,Daniil Kvyat,7.0,European Grand Prix,2016,24802.0,24.802,,
23093,956,1,131,44,1,1.0,1,1,25.0,71,27:38.1,5258107,67,1,68.411,227.647,1,Lewis,Hamilton,Lewis Hamilton,1.0,Austrian Grand Prix,2016,80726.0,80.726,0.0,0.0
23094,956,830,9,33,8,2.0,2,2,18.0,71,5.719,5263826,69,5,69.618,223.7,1,Max,Verstappen,Max Verstappen,9.0,Austrian Grand Prix,2016,57565.0,57.565,7.0,0.1216016676800139
23095,956,8,6,7,4,3.0,3,3,15.0,71,6.024,5264131,66,4,68.876,226.11,1,Kimi,Räikkönen,Kimi Räikkönen,6.0,Austrian Grand Prix,2016,61577.0,61.577,3.0,0.048719489419750885
23096,956,3,131,6,6,4.0,4,4,12.0,71,16.71,5274817,66,2,68.491,227.381,1,Nico,Rosberg,Nico Rosberg,2.0,Austrian Grand Prix,2016,79104.0,79.104,-2.0,-0.0252831715210356
23097,956,817,9,3,5,5.0,5,5,10.0,71,30.981,5289088,66,3,68.77,226.459,1,Daniel,Ricciardo,Daniel Ricciardo,7.0,Austrian Grand Prix,2016,81222.0,81.222,2.0,0.02462387037994632
23098,956,18,1,22,3,6.0,6,6,8.0,71,37.706,5295813,70,9,70.001,222.476,1,Jenson,Button,Jenson Button,5.0,Austrian Grand Prix,2016,82165.0,82.165,-1.0,-0.012170632264346132
23099,956,154,210,8,13,7.0,7,7,6.0,71,44.668,5302775,67,8,69.925,222.718,1,Romain,Grosjean,Romain Grosjean,13.0,Austrian Grand Prix,2016,61076.0,61.076,6.0,0.09823826052786692
23100,956,832,5,55,15,8.0,8,8,4.0,71,47.4,5305507,68,11,70.138,222.042,1,Carlos,Sainz,Carlos Sainz,15.0,Austrian Grand Prix,2016,74703.0,74.703,7.0,0.09370440276829578
23101,956,822,3,77,7,9.0,9,9,2.0,70,\N,\N,55,12,70.21,221.814,11,Valtteri,Bottas,Valtteri Bottas,8.0,Austrian Grand Prix,2016,81362.0,81.362,-1.0,-0.012290749981563875
23102,956,836,209,94,12,10.0,10,10,1.0,70,\N,\N,67,19,70.859,219.782,11,Pascal,Wehrlein,Pascal Wehrlein,12.0,Austrian Grand Prix,2016,82757.0,82.757,2.0,0.02416713993982382
23103,956,821,210,21,11,11.0,11,11,0.0,70,\N,\N,55,6,69.694,223.456,11,Esteban,Gutiérrez,Esteban Gutiérrez,11.0,Austrian Grand Prix,2016,78757.0,78.757,0.0,0.0
23104,956,835,4,30,19,12.0,12,12,0.0,70,\N,\N,53,13,70.228,221.757,11,Jolyon,Palmer,Jolyon Palmer,18.0,Austrian Grand Prix,2016,79706.0,79.706,6.0,0.07527664165809349
23105,956,831,15,12,21,13.0,13,13,0.0,70,\N,\N,46,16,70.415,221.168,11,Felipe,Nasr,Felipe Nasr,22.0,Austrian Grand Prix,2016,61375.0,61.375,9.0,0.14663951120162932
23106,956,825,4,20,17,14.0,14,14,0.0,70,\N,\N,56,17,70.45,221.058,11,Kevin,Magnussen,Kevin Magnussen,17.0,Austrian Grand Prix,2016,86484.0,86.484,3.0,0.03468849729429721
23107,956,828,15,9,18,15.0,15,15,0.0,70,\N,\N,58,18,70.704,220.264,11,Marcus,Ericsson,Marcus Ericsson,21.0,Austrian Grand Prix,2016,82766.0,82.766,6.0,0.07249353599304062
23108,956,837,209,88,20,16.0,16,16,0.0,70,\N,\N,66,15,70.342,221.398,11,Rio,Haryanto,Rio Haryanto,19.0,Austrian Grand Prix,2016,82606.0,82.606,3.0,0.0363169745539065
23109,956,815,10,11,16,17.0,17,17,0.0,69,\N,\N,66,10,70.12,222.099,23,Sergio,Pérez,Sergio Pérez,16.0,Austrian Grand Prix,2016,77809.0,77.809,-1.0,-0.012851983703684663
23110,956,4,1,14,14,18.0,18,18,0.0,64,\N,\N,44,20,71.02,219.284,84,Fernando,Alonso,Fernando Alonso,14.0,Austrian Grand Prix,2016,79761.0,79.761,-4.0,-0.05014982259500257
23111,956,807,10,27,2,19.0,19,19,0.0,64,\N,\N,53,14,70.309,221.502,23,Nico,Hülkenberg,Nico Hülkenberg,3.0,Austrian Grand Prix,2016,107270.0,107.27,-16.0,-0.14915633448308008
23112,956,13,3,19,0,20.0,20,20,0.0,63,\N,\N,59,7,69.899,222.801,23,Felipe,Massa,Felipe Massa,10.0,Austrian Grand Prix,2016,78731.0,78.731,-10.0,-0.12701477181796245
23113,956,20,6,5,9,,R,21,0.0,26,\N,\N,10,21,71.441,217.992,27,Sebastian,Vettel,Sebastian Vettel,4.0,Austrian Grand Prix,2016,,,,
23114,956,826,5,26,0,,R,22,0.0,2,\N,\N,2,22,78.302,198.891,31,Daniil,Kvyat,Daniil Kvyat,20.0,Austrian Grand Prix,2016,,,,
23115,957,1,131,44,1,1.0,1,1,25.0,52,34:55.8,5695831,45,3,95.771,221.44,1,Lewis,Hamilton,Lewis Hamilton,1.0,British Grand Prix,2016,59071.0,59.071,0.0,0.0
23116,957,830,9,33,3,2.0,2,2,18.0,52,8.25,5704081,41,6,96.407,219.979,1,Max,Verstappen,Max Verstappen,3.0,British Grand Prix,2016,61424.0,61.424,1.0,0.016280281323261266
23117,957,3,131,6,2,3.0,3,3,15.0,52,16.911,5712742,44,1,95.548,221.957,1,Nico,Rosberg,Nico Rosberg,2.0,British Grand Prix,2016,59110.0,59.11,-1.0,-0.01691761123329386
23118,957,817,9,3,4,4.0,4,4,12.0,52,26.211,5722042,52,4,96.013,220.882,1,Daniel,Ricciardo,Daniel Ricciardo,4.0,British Grand Prix,2016,60011.0,60.011,0.0,0.0
23119,957,8,6,7,5,5.0,5,5,10.0,52,+1:09.743,5765574,39,8,96.994,218.648,1,Kimi,Räikkönen,Kimi Räikkönen,5.0,British Grand Prix,2016,60040.0,60.04,0.0,0.0
23120,957,815,10,11,10,6.0,6,6,8.0,52,+1:16.941,5772772,35,15,97.9,216.625,1,Sergio,Pérez,Sergio Pérez,11.0,British Grand Prix,2016,58390.0,58.39,5.0,0.08563110121596164
23121,957,807,10,27,8,7.0,7,7,6.0,52,+1:17.712,5773543,51,11,97.618,217.25,1,Nico,Hülkenberg,Nico Hülkenberg,9.0,British Grand Prix,2016,60614.0,60.614,2.0,0.03299567756623883
23122,957,832,5,55,7,8.0,8,8,4.0,52,+1:25.858,5781689,43,10,97.401,217.734,1,Carlos,Sainz,Carlos Sainz,8.0,British Grand Prix,2016,60681.0,60.681,0.0,0.0
23123,957,20,6,5,11,9.0,9,9,2.0,52,+1:31.654,5787485,44,7,96.933,218.786,1,Sebastian,Vettel,Sebastian Vettel,6.0,British Grand Prix,2016,60544.0,60.544,-3.0,-0.0495507399577167
23124,957,826,5,26,15,10.0,10,10,1.0,52,+1:32.600,5788431,35,13,97.667,217.141,1,Daniil,Kvyat,Daniil Kvyat,15.0,British Grand Prix,2016,60642.0,60.642,5.0,0.08245110649384914
23125,957,13,3,19,12,11.0,11,11,0.0,51,\N,\N,40,5,96.141,220.588,11,Felipe,Massa,Felipe Massa,12.0,British Grand Prix,2016,87992.0,87.992,1.0,0.011364669515410491
23126,957,18,1,22,17,12.0,12,12,0.0,51,\N,\N,36,16,97.907,216.609,11,Jenson,Button,Jenson Button,17.0,British Grand Prix,2016,59681.0,59.681,5.0,0.08377875705836028
23127,957,4,1,14,9,13.0,13,13,0.0,51,\N,\N,43,2,95.669,221.676,11,Fernando,Alonso,Fernando Alonso,10.0,British Grand Prix,2016,90109.0,90.109,-3.0,-0.03329301179682385
23128,957,822,3,77,6,14.0,14,14,0.0,51,\N,\N,45,9,97.383,217.775,11,Valtteri,Bottas,Valtteri Bottas,7.0,British Grand Prix,2016,59090.0,59.09,-7.0,-0.11846336097478422
23129,957,831,15,12,21,15.0,15,15,0.0,51,\N,\N,43,17,98.71,214.847,11,Felipe,Nasr,Felipe Nasr,21.0,British Grand Prix,2016,61124.0,61.124,6.0,0.09816111511026765
23130,957,821,210,21,14,16.0,16,16,0.0,51,\N,\N,44,14,97.713,217.039,11,Esteban,Gutiérrez,Esteban Gutiérrez,14.0,British Grand Prix,2016,71392.0,71.392,-2.0,-0.028014343343792023
23131,957,825,4,20,16,17.0,17,17,0.0,49,\N,\N,43,12,97.619,217.248,6,Kevin,Magnussen,Kevin Magnussen,16.0,British Grand Prix,2016,88455.0,88.455,-1.0,-0.011305183426601096
23132,957,835,4,30,18,,R,18,0.0,37,\N,\N,36,18,99.755,212.596,6,Jolyon,Palmer,Jolyon Palmer,18.0,British Grand Prix,2016,126967.0,126.967,,
23133,957,837,209,88,19,,R,19,0.0,24,\N,\N,23,19,101.38,209.189,20,Rio,Haryanto,Rio Haryanto,19.0,British Grand Prix,2016,60133.0,60.133,,
23134,957,154,210,8,13,,R,20,0.0,17,\N,\N,14,20,115.507,183.604,31,Romain,Grosjean,Romain Grosjean,13.0,British Grand Prix,2016,62514.0,62.514,,
23135,957,828,15,9,22,,R,21,0.0,11,\N,\N,9,21,120.286,176.309,131,Marcus,Ericsson,Marcus Ericsson,,British Grand Prix,2016,140373.0,140.373,,
23136,957,836,209,94,20,,R,22,0.0,6,\N,\N,4,22,168.804,125.634,20,Pascal,Wehrlein,Pascal Wehrlein,20.0,British Grand Prix,2016,31812.0,31.812,,
23137,958,1,131,44,2,1.0,1,1,25.0,70,40:30.1,6030115,69,3,83.849,188.095,1,Lewis,Hamilton,Lewis Hamilton,2.0,Hungarian Grand Prix,2016,43214.0,43.214,1.0,0.02314064886379414
23138,958,3,131,6,1,2.0,2,2,18.0,70,1.977,6032092,60,2,83.67,188.497,1,Nico,Rosberg,Nico Rosberg,1.0,Hungarian Grand Prix,2016,43584.0,43.584,-1.0,-0.02294419970631424
23139,958,817,9,3,3,3.0,3,3,15.0,70,27.539,6057654,60,5,84.608,186.407,1,Daniel,Ricciardo,Daniel Ricciardo,3.0,Hungarian Grand Prix,2016,44247.0,44.247,0.0,0.0
23140,958,20,6,5,5,4.0,4,4,12.0,70,28.213,6058328,59,4,84.383,186.904,1,Sebastian,Vettel,Sebastian Vettel,5.0,Hungarian Grand Prix,2016,43175.0,43.175,1.0,0.02316155182397221
23141,958,830,9,33,4,5.0,5,5,10.0,70,48.659,6078774,40,7,84.687,186.234,1,Max,Verstappen,Max Verstappen,4.0,Hungarian Grand Prix,2016,44076.0,44.076,-1.0,-0.02268808421816862
23142,958,8,6,7,14,6.0,6,6,8.0,70,49.044,6079159,52,1,83.086,189.822,1,Kimi,Räikkönen,Kimi Räikkönen,14.0,Hungarian Grand Prix,2016,43808.0,43.808,8.0,0.18261504747991233
23143,958,4,1,14,7,7.0,7,7,6.0,69,\N,\N,62,8,84.958,185.639,11,Fernando,Alonso,Fernando Alonso,7.0,Hungarian Grand Prix,2016,43996.0,43.996,0.0,0.0
23144,958,832,5,55,6,8.0,8,8,4.0,69,\N,\N,67,10,85.103,185.323,11,Carlos,Sainz,Carlos Sainz,6.0,Hungarian Grand Prix,2016,45377.0,45.377,-2.0,-0.04407519227802631
23145,958,822,3,77,10,9.0,9,9,2.0,69,\N,\N,59,11,85.273,184.954,11,Valtteri,Bottas,Valtteri Bottas,10.0,Hungarian Grand Prix,2016,43109.0,43.109,1.0,0.023197012224825442
23146,958,807,10,27,9,10.0,10,10,1.0,69,\N,\N,69,13,85.392,184.696,11,Nico,Hülkenberg,Nico Hülkenberg,9.0,Hungarian Grand Prix,2016,45364.0,45.364,-1.0,-0.02204391147165153
23147,958,815,10,11,13,11.0,11,11,0.0,69,\N,\N,65,9,85.021,185.502,11,Sergio,Pérez,Sergio Pérez,13.0,Hungarian Grand Prix,2016,52630.0,52.63,2.0,0.03800114003420103
23148,958,835,4,30,17,12.0,12,12,0.0,69,\N,\N,41,16,85.743,183.94,11,Jolyon,Palmer,Jolyon Palmer,17.0,Hungarian Grand Prix,2016,43557.0,43.557,5.0,0.11479211148609866
23149,958,821,210,21,15,13.0,13,13,0.0,69,\N,\N,39,17,85.955,183.486,11,Esteban,Gutiérrez,Esteban Gutiérrez,15.0,Hungarian Grand Prix,2016,45348.0,45.348,2.0,0.04410337831877922
23150,958,154,210,8,11,14.0,14,14,0.0,69,\N,\N,56,18,85.958,183.48,11,Romain,Grosjean,Romain Grosjean,11.0,Hungarian Grand Prix,2016,44730.0,44.73,-3.0,-0.0670690811535882
23151,958,825,4,20,19,15.0,15,15,0.0,69,\N,\N,39,19,86.23,182.901,11,Kevin,Magnussen,Kevin Magnussen,19.0,Hungarian Grand Prix,2016,44041.0,44.041,4.0,0.09082445902681593
23152,958,826,5,26,12,16.0,16,16,0.0,69,\N,\N,48,6,84.669,186.273,11,Daniil,Kvyat,Daniil Kvyat,12.0,Hungarian Grand Prix,2016,50056.0,50.056,-4.0,-0.07991050023973151
23153,958,831,15,12,16,17.0,17,17,0.0,69,\N,\N,66,15,85.676,184.084,11,Felipe,Nasr,Felipe Nasr,16.0,Hungarian Grand Prix,2016,45743.0,45.743,-1.0,-0.021861268390792034
23154,958,13,3,19,18,18.0,18,18,0.0,68,\N,\N,68,12,85.296,184.904,12,Felipe,Massa,Felipe Massa,18.0,Hungarian Grand Prix,2016,44159.0,44.159,0.0,0.0
23155,958,836,209,94,20,19.0,19,19,0.0,68,\N,\N,47,20,86.524,182.28,12,Pascal,Wehrlein,Pascal Wehrlein,21.0,Hungarian Grand Prix,2016,46251.0,46.251,2.0,0.04324230827441569
23156,958,828,15,9,22,20.0,20,20,0.0,68,\N,\N,47,14,85.475,184.517,12,Marcus,Ericsson,Marcus Ericsson,20.0,Hungarian Grand Prix,2016,70379.0,70.379,0.0,0.0
23157,958,837,209,88,21,21.0,21,21,0.0,68,\N,\N,64,22,87.791,179.649,12,Rio,Haryanto,Rio Haryanto,22.0,Hungarian Grand Prix,2016,24254.0,24.254,1.0,0.04123031252576894
23158,958,18,1,22,8,,R,22,0.0,60,\N,\N,9,21,86.744,181.817,44,Jenson,Button,Jenson Button,8.0,Hungarian Grand Prix,2016,61433.0,61.433,,
23159,959,1,131,44,2,1.0,1,1,25.0,67,30:44.2,5444200,52,3,78.746,209.107,1,Lewis,Hamilton,Lewis Hamilton,2.0,German Grand Prix,2016,55629.0,55.629,1.0,0.017976235416779018
23160,959,817,9,3,3,2.0,2,2,18.0,67,6.996,5451196,48,1,78.442,209.918,1,Daniel,Ricciardo,Daniel Ricciardo,3.0,German Grand Prix,2016,56681.0,56.681,1.0,0.017642596284469222
23161,959,830,9,33,4,3.0,3,3,15.0,67,13.413,5457613,47,4,78.91,208.673,1,Max,Verstappen,Max Verstappen,4.0,German Grand Prix,2016,57121.0,57.121,1.0,0.017506696311339085
23162,959,3,131,6,1,4.0,4,4,12.0,67,15.845,5460045,51,5,79.122,208.114,1,Nico,Rosberg,Nico Rosberg,1.0,German Grand Prix,2016,66993.0,66.993,-3.0,-0.04478079799382025
23163,959,20,6,5,6,5.0,5,5,10.0,67,32.57,5476770,48,2,78.71,209.203,1,Sebastian,Vettel,Sebastian Vettel,6.0,German Grand Prix,2016,57702.0,57.702,1.0,0.01733042182246716
23164,959,8,6,7,5,6.0,6,6,8.0,67,37.023,5481223,36,6,79.572,206.937,1,Kimi,Räikkönen,Kimi Räikkönen,5.0,German Grand Prix,2016,61060.0,61.06,-1.0,-0.016377333770062234
23165,959,807,10,27,8,7.0,7,7,6.0,67,+1:10.049,5514249,46,12,80.056,205.686,1,Nico,Hülkenberg,Nico Hülkenberg,7.0,German Grand Prix,2016,58659.0,58.659,0.0,0.0
23166,959,18,1,22,12,8.0,8,8,4.0,66,\N,\N,48,9,79.781,206.395,11,Jenson,Button,Jenson Button,12.0,German Grand Prix,2016,57819.0,57.819,4.0,0.06918141095487643
23167,959,822,3,77,7,9.0,9,9,2.0,66,\N,\N,36,15,80.442,204.699,11,Valtteri,Bottas,Valtteri Bottas,8.0,German Grand Prix,2016,37979.0,37.979,-1.0,-0.026330340451302035
23168,959,815,10,11,9,10.0,10,10,1.0,66,\N,\N,46,8,79.606,206.848,11,Sergio,Pérez,Sergio Pérez,9.0,German Grand Prix,2016,57835.0,57.835,-1.0,-0.01729056799515864
23169,959,821,210,21,11,11.0,11,11,0.0,66,\N,\N,56,10,79.883,206.131,11,Esteban,Gutiérrez,Esteban Gutiérrez,11.0,German Grand Prix,2016,39425.0,39.425,0.0,0.0
23170,959,4,1,14,13,12.0,12,12,0.0,66,\N,\N,50,13,80.132,205.49,11,Fernando,Alonso,Fernando Alonso,14.0,German Grand Prix,2016,57825.0,57.825,2.0,0.03458711629917855
23171,959,154,210,8,20,13.0,13,13,0.0,66,\N,\N,58,14,80.25,205.188,11,Romain,Grosjean,Romain Grosjean,15.0,German Grand Prix,2016,40164.0,40.164,2.0,0.04979583706802111
23172,959,832,5,55,15,14.0,14,14,0.0,66,\N,\N,54,11,79.957,205.94,11,Carlos,Sainz,Carlos Sainz,13.0,German Grand Prix,2016,62045.0,62.045,-1.0,-0.01611733419292449
23173,959,826,5,26,18,15.0,15,15,0.0,66,\N,\N,51,7,79.585,206.903,11,Daniil,Kvyat,Daniil Kvyat,19.0,German Grand Prix,2016,62734.0,62.734,4.0,0.06376127777600663
23174,959,825,4,20,16,16.0,16,16,0.0,66,\N,\N,42,21,81.649,201.673,11,Kevin,Magnussen,Kevin Magnussen,17.0,German Grand Prix,2016,38193.0,38.193,1.0,0.026182808368025556
23175,959,836,209,94,17,17.0,17,17,0.0,65,\N,\N,49,16,80.71,204.019,12,Pascal,Wehrlein,Pascal Wehrlein,18.0,German Grand Prix,2016,59097.0,59.097,1.0,0.016921332724165353
23176,959,828,15,9,22,18.0,18,18,0.0,65,\N,\N,35,18,81.212,202.758,12,Marcus,Ericsson,Marcus Ericsson,22.0,German Grand Prix,2016,39466.0,39.466,4.0,0.10135306339634115
23177,959,835,4,30,14,19.0,19,19,0.0,65,\N,\N,55,17,81.127,202.97,12,Jolyon,Palmer,Jolyon Palmer,16.0,German Grand Prix,2016,65711.0,65.711,-3.0,-0.04565445663587527
23178,959,837,209,88,19,20.0,20,20,0.0,65,\N,\N,56,22,81.845,201.19,12,Rio,Haryanto,Rio Haryanto,20.0,German Grand Prix,2016,73422.0,73.422,0.0,0.0
23179,959,831,15,12,21,,R,21,0.0,57,\N,\N,45,19,81.42,202.24,131,Felipe,Nasr,Felipe Nasr,21.0,German Grand Prix,2016,69564.0,69.564,,
